payment_id,payment_order_id,payment_amount,payment_fee,payment_method,payment_status
4482469,70348285,381200,5160,DEBIT,PAID
4481472,70348333,399600,6000,ONLINE,PAID
4481470,70348389,466800,12600,ONLINE,PAID
4481473,70348461,336800,9080,ONLINE,PAID
4481475,70348482,238800,3600,ONLINE,PAID
4481478,70348573,564800,7920,ONLINE,PAID
4481484,70348656,188800,2840,ONLINE,PAID
4481488,70348725,399200,6000,ONLINE,PAID
4481490,70348838,208000,3120,ONLINE,PAID
4481491,70348838,80000,0,VOUCHER,PAID
4481492,70348852,263200,3440,ONLINE,PAID
4481496,70348895,299200,4480,ONLINE,PAID
4481497,70348895,20000,0,VOUCHER,PAID
4481498,70348908,197200,2560,ONLINE,PAID
4482483,70348933,99600,1280,DEBIT,PAID
4481502,70348934,340000,5120,ONLINE,PAID
4481503,70348934,40000,0,VOUCHER,PAID
4481512,70349047,427200,11520,ONLINE,PAID
4481513,70349062,316000,4760,ONLINE,PAID
4481514,70349062,40000,0,VOUCHER,PAID
4481517,70349085,286800,4320,ONLINE,PAID
4482163,70349136,117600,1760,DEBIT,PAID
4481523,70349137,279600,4200,ONLINE,PAID
4481527,70349166,628600,16960,ONLINE,PAID
4481528,70349168,256000,3840,ONLINE,PAID
4481529,70349169,520800,14080,ONLINE,PAID
4481530,70349170,279960,4200,ONLINE,PAID
4481538,70349203,550800,14880,ONLINE,PAID
4481539,70349242,860000,23240,ONLINE,PAID
4481546,70349355,243600,3640,ONLINE,PAID
4481547,70349374,159720,2400,ONLINE,PAID
4481548,70349374,51480,0,VOUCHER,PAID
4481552,70349420,904800,24440,ONLINE,PAID
4481555,70349449,500000,7520,ONLINE,PAID
4481556,70349449,80000,0,VOUCHER,PAID
4481557,70349466,231200,6240,ONLINE,PAID
4481558,70349498,80000,0,VOUCHER,CHARGEBACK
4481560,70349501,556800,15040,ONLINE,PAID
4482345,70349530,80000,1200,CREDIT,PAID
4481589,70349768,266800,3480,ONLINE,PAID
4481593,70349810,20000,0,VOUCHER,PAID
4483239,70349810,339800,0,MEAL_BENEFIT,PAID
4481595,70349820,163360,2440,ONLINE,PAID
4481596,70349820,40000,0,VOUCHER,PAID
4481599,70349849,108000,1640,ONLINE,PAID
4481603,70349887,67600,1000,ONLINE,PAID
4481604,70349887,40000,0,VOUCHER,PAID
4481605,70349913,288000,4320,ONLINE,PAID
4483106,70349923,755000,0,MEAL_BENEFIT,PAID
4481609,70349940,278800,3640,ONLINE,PAID
4481613,70349984,334800,9040,ONLINE,PAID
4644889,70349995,542400,0,MEAL_BENEFIT,PAID
4481619,70350026,123600,1840,ONLINE,PAID
4481620,70350026,20000,0,VOUCHER,PAID
4481623,70350040,647200,17480,ONLINE,PAID
4481626,70350080,281600,7600,ONLINE,PAID
4481627,70350113,621200,16760,ONLINE,PAID
4481633,70350200,392600,10600,ONLINE,PAID
4481635,70350253,299200,8080,ONLINE,PAID
4481636,70350257,842800,22760,ONLINE,PAID
4481637,70350263,231200,6240,ONLINE,PAID
4482617,70350295,286800,0,MEAL_BENEFIT,PAID
4482565,70350327,236000,0,MEAL_BENEFIT,PAID
4481639,70350385,243160,3640,ONLINE,PAID
4481644,70350445,227200,6120,ONLINE,PAID
4481645,70350446,655200,17680,ONLINE,PAID
4481651,70350557,156000,2360,ONLINE,PAID
4482669,70350560,287600,4320,CREDIT,PAID
4481652,70350614,172800,2600,ONLINE,PAID
4481653,70350614,40000,0,VOUCHER,PAID
4481656,70350687,271600,4080,ONLINE,PAID
4481657,70350693,120400,1800,ONLINE,PAID
4481658,70350694,1127200,30440,ONLINE,PAID
4481661,70350728,364000,5480,ONLINE,PAID
4481662,70350732,119600,1800,ONLINE,PAID
4481665,70350760,115200,1720,ONLINE,PAID
4481666,70350760,20000,0,VOUCHER,PAID
4481669,70350780,87600,1320,ONLINE,PAID
4481668,70350797,603200,8440,ONLINE,PAID
4481673,70350846,740800,20000,ONLINE,PAID
4481677,70350870,161600,2440,ONLINE,PAID
4481679,70350882,405200,10960,ONLINE,PAID
4482511,70350943,266800,4000,CREDIT,PAID
4481686,70350974,602400,9040,ONLINE,PAID
4481690,70351106,334400,4680,ONLINE,PAID
4481691,70351109,103600,1560,ONLINE,PAID
4481696,70351217,410800,11080,ONLINE,PAID
4481699,70351260,304000,4560,ONLINE,PAID
4481700,70351273,275200,7440,ONLINE,PAID
4481702,70351329,746400,20160,ONLINE,PAID
4481703,70351335,454800,12280,ONLINE,PAID
4481704,70351336,449600,12120,ONLINE,PAID
4481705,70351345,647200,17480,ONLINE,PAID
4481713,70351512,698000,18840,ONLINE,PAID
4481714,70351521,139600,2080,ONLINE,PAID
4481715,70351557,391600,10560,ONLINE,PAID
4481722,70351585,235600,3520,ONLINE,PAID
4482552,70351642,322000,4200,CREDIT,PAID
4481726,70351686,512000,7680,ONLINE,PAID
4481729,70351813,926200,25000,ONLINE,PAID
4481730,70351864,199600,5400,ONLINE,PAID
4481733,70352017,141600,2120,ONLINE,PAID
4481734,70352017,48000,0,VOUCHER,PAID
4481735,70352018,460000,6440,ONLINE,PAID
4481736,70352054,100000,1520,ONLINE,PAID
4481737,70352062,427200,11520,ONLINE,PAID
4481739,70352066,701600,18960,ONLINE,PAID
4481742,70352116,346400,5200,ONLINE,PAID
4481744,70352167,262800,3960,ONLINE,PAID
4481745,70352173,139200,2080,ONLINE,PAID
4481746,70352194,404600,10920,ONLINE,PAID
4481748,70352196,555600,15000,ONLINE,PAID
4481755,70352286,568800,15360,ONLINE,PAID
4481757,70352290,698800,10480,ONLINE,PAID
4482279,70352340,134800,2040,DEBIT,PAID
4481767,70352343,449200,12120,ONLINE,PAID
4481770,70352374,327200,4600,ONLINE,PAID
4481771,70352376,129600,1960,ONLINE,PAID
4481774,70352397,347200,9360,ONLINE,PAID
4481775,70352402,427200,11520,ONLINE,PAID
4481778,70352450,230000,16120,ONLINE,PAID
4482578,70352481,297200,4160,CREDIT,PAID
4481780,70352484,824400,22240,ONLINE,PAID
4481781,70352492,140040,2120,ONLINE,PAID
4643159,70352599,419600,6280,BANK_TRANSFER_DC,PAID
4481782,70352604,351600,9480,ONLINE,PAID
4481785,70352640,20000,0,VOUCHER,PAID
4482423,70352640,291600,4360,DEBIT,PAID
4481789,70352666,790400,21360,ONLINE,PAID
4481790,70352676,159200,2080,ONLINE,PAID
4481791,70352696,231200,3480,ONLINE,PAID
4481792,70352702,264000,3960,ONLINE,PAID
4481799,70352841,263600,3960,ONLINE,PAID
4481802,70352866,586800,8800,ONLINE,PAID
4481807,70352935,214400,2800,ONLINE,PAID
4481808,70352937,222960,3360,ONLINE,PAID
4482619,70352963,274800,4120,DEBIT,PAID
4482600,70352984,506480,10120,CREDIT,PAID
4481809,70353007,281600,4240,ONLINE,PAID
4481810,70353022,298800,4480,ONLINE,PAID
4481813,70353064,255200,3840,ONLINE,PAID
4481815,70353076,682400,10240,ONLINE,PAID
4481816,70353076,48000,0,VOUCHER,PAID
4481822,70353161,335120,5040,ONLINE,PAID
4481823,70353161,40000,0,VOUCHER,PAID
4481826,70353168,338360,5080,ONLINE,PAID
4482677,70353206,159200,2400,DEBIT,PAID
4481833,70353301,151840,2280,ONLINE,PAID
4481834,70353343,746400,20160,ONLINE,PAID
4481835,70353383,142800,1840,ONLINE,PAID
4499226,70353400,203600,2840,DEBIT,PAID
4481836,70353402,1161200,31360,ONLINE,PAID
4481838,70353408,866800,13000,ONLINE,PAID
4481839,70353408,20000,0,VOUCHER,PAID
4481840,70353419,323600,4840,ONLINE,PAID
4481844,70353537,103200,1560,ONLINE,PAID
4481845,70353537,40000,0,VOUCHER,PAID
4481847,70353578,297600,8040,ONLINE,PAID
4481849,70353659,265600,7160,ONLINE,PAID
4481850,70353676,579000,15640,ONLINE,PAID
4481854,70353751,152000,2280,ONLINE,PAID
4481857,70353791,211200,2760,ONLINE,PAID
4481859,70353797,351600,9480,ONLINE,PAID
4481866,70353839,227200,6120,ONLINE,PAID
4481870,70353893,462000,6920,ONLINE,PAID
4481873,70353912,453560,6800,ONLINE,PAID
4481877,70354033,303600,4560,ONLINE,PAID
4481878,70354079,315600,4720,ONLINE,PAID
4481879,70354080,166360,2480,ONLINE,PAID
4481880,70354119,143600,2160,ONLINE,PAID
4481884,70354177,964800,26040,ONLINE,PAID
4481889,70354201,1014800,27400,ONLINE,PAID
4481895,70354285,132800,2000,ONLINE,PAID
4481896,70354289,302000,8160,ONLINE,PAID
4481897,70354290,479600,7200,ONLINE,PAID
4481904,70354304,299200,8080,ONLINE,PAID
4481905,70354307,247600,3720,ONLINE,PAID
4481906,70354312,115200,1600,ONLINE,PAID
4483061,70354373,167200,0,MEAL_BENEFIT,PAID
4481919,70354405,342000,4800,ONLINE,PAID
4482701,70354411,222800,3360,DEBIT,PAID
4482403,70354539,302000,4240,DEBIT,PAID
4481923,70354580,632800,17080,ONLINE,PAID
4482555,70354648,273200,4080,DEBIT,PAID
4481929,70354709,787200,21240,ONLINE,PAID
4481933,70354719,816800,22040,ONLINE,PAID
4481934,70354721,409600,11040,ONLINE,PAID
4481935,70354724,408400,6120,ONLINE,PAID
4481943,70354810,686400,10280,ONLINE,PAID
4481947,70354920,166400,2320,ONLINE,PAID
4481949,70354957,188000,2840,ONLINE,PAID
4481951,70355016,301600,4520,ONLINE,PAID
4481952,70355016,40000,0,VOUCHER,PAID
4481953,70355022,716000,10760,ONLINE,PAID
4481957,70355113,1110400,30000,ONLINE,PAID
4481958,70355114,375000,10120,ONLINE,PAID
4481961,70355135,190800,2880,ONLINE,PAID
4481968,70355153,414800,6240,ONLINE,PAID
4481969,70355153,48000,0,VOUCHER,PAID
4481970,70355155,135600,2040,ONLINE,PAID
4481973,70355165,574600,15520,ONLINE,PAID
4481978,70355194,174800,0,ONLINE,PAID
4481979,70355194,40000,0,ONLINE,PAID
4481980,70355197,107200,1400,ONLINE,PAID
4481984,70355211,179200,2680,ONLINE,PAID
4481985,70355213,401200,10840,ONLINE,PAID
4481988,70355215,326400,4880,ONLINE,PAID
4481987,70355216,397600,0,ONLINE,PAID
4481990,70355219,163200,2440,ONLINE,PAID
4481993,70355226,394800,5920,ONLINE,PAID
4481994,70355226,20000,0,VOUCHER,PAID
4481996,70355255,360000,5400,ONLINE,PAID
4481998,70355271,414800,11200,ONLINE,PAID
4482002,70355321,393200,10600,ONLINE,PAID
4482004,70355350,418800,6280,ONLINE,PAID
4482646,70355353,349600,4720,DEBIT,PAID
4482006,70355355,581200,8640,ONLINE,PAID
4482011,70355363,312000,4680,ONLINE,PAID
4482012,70355363,40000,0,VOUCHER,PAID
4482013,70355366,103200,1360,ONLINE,PAID
4482019,70355424,231600,3480,ONLINE,PAID
4482023,70355482,739600,19960,ONLINE,PAID
4482026,70355517,271200,7320,ONLINE,PAID
4482032,70355559,67600,1000,ONLINE,PAID
4482033,70355559,40000,0,VOUCHER,PAID
4482040,70355641,691200,18680,ONLINE,PAID
4482043,70355729,347600,5200,ONLINE,PAID
4483005,70355731,225200,0,MEAL_BENEFIT,PAID
4482044,70355742,127600,1920,ONLINE,PAID
4482046,70355753,311600,4360,ONLINE,PAID
4482050,70355803,332800,9000,ONLINE,PAID
4482053,70355812,80000,1200,ONLINE,PAID
4482051,70355814,294800,4440,ONLINE,PAID
4482061,70356014,264000,3960,ONLINE,PAID
4482062,70356014,80000,0,VOUCHER,PAID
4482065,70356033,427200,11520,ONLINE,PAID
4482069,70356043,320000,4800,ONLINE,PAID
4482071,70356046,338000,4720,ONLINE,PAID
4482075,70356166,118800,8320,ONLINE,PAID
4482597,70356186,143200,2160,DEBIT,PAID
4482082,70356244,295200,4440,ONLINE,PAID
4482083,70356272,427200,11520,ONLINE,PAID
4482087,70356348,255200,3840,ONLINE,PAID
4482088,70356348,40000,0,VOUCHER,PAID
4482089,70356349,427200,11520,ONLINE,PAID
4483250,70356430,99600,0,MEAL_BENEFIT,PAID
4482094,70356460,491160,7360,ONLINE,PAID
4482096,70356473,639600,17280,ONLINE,PAID
4482098,70356526,306400,4600,ONLINE,PAID
4482101,70356585,359200,9680,ONLINE,PAID
4482102,70356587,467200,12600,ONLINE,PAID
4482106,70356619,421200,11360,ONLINE,PAID
4482116,70356644,248800,3720,ONLINE,PAID
4483194,70356649,158000,2360,DEBIT,PAID
4482120,70356654,107600,1600,ONLINE,PAID
4482654,70356658,324400,4560,CREDIT,PAID
4482128,70356674,787200,21240,ONLINE,PAID
4482129,70356680,661200,17840,ONLINE,PAID
4482132,70356713,370000,4800,ONLINE,PAID
4482167,70356721,431600,6480,STORE_DIRECT_PAYMENT,PAID
4482151,70356768,312800,4080,ONLINE,PAID
4482152,70356787,408360,6120,ONLINE,PAID
4482158,70356838,543600,14680,ONLINE,PAID
4482160,70356895,347200,9360,ONLINE,PAID
4482164,70356940,288000,4320,ONLINE,PAID
4482170,70356997,459200,6880,ONLINE,PAID
4482171,70357051,2034400,54920,ONLINE,PAID
4482172,70357057,278400,4160,ONLINE,PAID
4482176,70357102,297600,8040,ONLINE,PAID
4482177,70357103,105200,1560,ONLINE,PAID
4482178,70357104,396400,5560,ONLINE,PAID
4482179,70357107,271200,7320,ONLINE,PAID
4482180,70357108,308000,4640,ONLINE,PAID
4482182,70357137,240000,3600,ONLINE,PAID
4482183,70357141,531600,7920,ONLINE,PAID
4482184,70357191,336000,5040,ONLINE,PAID
4482186,70357215,197200,2560,ONLINE,PAID
4482189,70357248,334400,4680,ONLINE,PAID
4482190,70357249,616200,16640,ONLINE,PAID
4482191,70357250,443200,6640,ONLINE,PAID
4482193,70357320,646400,9680,ONLINE,PAID
4482195,70357320,646440,9680,ONLINE,PAID
4482196,70357362,446800,12080,ONLINE,PAID
4482197,70357363,1173200,31680,ONLINE,PAID
4482199,70357389,209600,3160,ONLINE,PAID
4482205,70357403,4000,80,ONLINE,PAID
4482206,70357403,80000,1200,ONLINE,PAID
4482208,70357408,670800,10080,ONLINE,PAID
4482210,70357409,282800,4240,ONLINE,PAID
4482211,70357410,422800,11400,ONLINE,PAID
4482212,70357411,626400,9320,ONLINE,PAID
4482214,70357413,621200,16760,ONLINE,PAID
4482215,70357415,583600,8760,ONLINE,PAID
4482217,70357438,784800,21200,ONLINE,PAID
4483270,70357442,347200,0,MONEY,PAID
4482224,70357496,195600,2920,ONLINE,PAID
4482226,70357525,545200,14720,ONLINE,PAID
4482227,70357525,47600,0,VOUCHER,PAID
4482228,70357540,438400,6560,ONLINE,PAID
4482237,70357572,493200,13320,ONLINE,PAID
4482238,70357582,455200,12280,ONLINE,PAID
4482239,70357583,406800,11000,ONLINE,PAID
4482243,70357593,696400,18800,ONLINE,PAID
4482248,70357630,1592800,43000,ONLINE,PAID
4483089,70357684,119200,1800,DEBIT,PAID
4483141,70357737,157880,0,MEAL_BENEFIT,PAID
4482255,70357740,341200,9200,ONLINE,PAID
4482256,70357740,32000,0,VOUCHER,PAID
4482257,70357741,598400,16160,ONLINE,PAID
4482260,70357780,486000,7280,ONLINE,PAID
4482261,70357780,20000,0,VOUCHER,PAID
4482262,70357802,406800,6120,ONLINE,PAID
4482263,70357807,107600,1600,ONLINE,PAID
4482264,70357816,427400,6400,ONLINE,PAID
4482265,70357817,762000,10680,ONLINE,PAID
4482274,70357983,330800,8920,ONLINE,PAID
4482275,70358011,250800,3760,ONLINE,PAID
4482277,70358019,537200,14520,ONLINE,PAID
4482280,70358041,167200,2520,ONLINE,PAID
4482282,70358095,260800,7040,ONLINE,PAID
4482283,70358119,937200,25320,ONLINE,PAID
4482284,70358124,103200,1360,ONLINE,PAID
4482287,70358224,661200,9840,ONLINE,PAID
4482291,70358260,186800,2440,ONLINE,PAID
4482299,70358383,313200,4680,ONLINE,PAID
4482300,70358384,211200,3160,ONLINE,PAID
4482308,70358449,168400,2520,ONLINE,PAID
4482311,70358568,378400,5680,ONLINE,PAID
4482312,70358568,20000,0,VOUCHER,PAID
4482313,70358569,525200,14200,ONLINE,PAID
4483160,70358623,73600,1120,DEBIT_STORE,PAID
4483162,70358623,100000,1520,DEBIT_STORE,PAID
4482318,70358629,462800,6880,ONLINE,PAID
4482322,70358648,247200,3680,ONLINE,PAID
4482323,70358659,430400,6440,ONLINE,PAID
4482324,70358692,107600,1600,ONLINE,PAID
4482330,70358833,469000,12680,ONLINE,PAID
4482333,70358938,347200,9360,ONLINE,PAID
4482334,70358978,577200,15600,ONLINE,PAID
4482344,70359050,411200,6160,ONLINE,PAID
4482337,70359055,151200,2280,ONLINE,PAID
4482338,70359070,636800,17200,ONLINE,PAID
4482339,70359074,159200,2240,ONLINE,PAID
4482340,70359075,1030200,15360,ONLINE,PAID
4482348,70359214,392000,5880,ONLINE,PAID
4482992,70359231,417600,6280,DEBIT,PAID
4482350,70359234,375200,5640,ONLINE,PAID
4482353,70359257,643000,17360,ONLINE,PAID
4482355,70359260,457200,12360,ONLINE,PAID
4482361,70359412,67600,1000,ONLINE,PAID
4482365,70359436,80000,5600,ONLINE,PAID
4482366,70359436,77040,0,VOUCHER,PAID
4483285,70359436,27760,1960,VOUCHER_STORE,PAID
4482367,70359443,227200,6120,ONLINE,PAID
4482368,70359445,436800,6560,ONLINE,PAID
4482422,70359445,436840,6560,ONLINE,PAID
4482377,70359459,107600,1600,ONLINE,PAID
4482387,70359623,243200,3640,ONLINE,PAID
4482388,70359625,318400,4760,ONLINE,PAID
4482398,70359911,270800,4080,ONLINE,PAID
4482400,70359949,515600,7720,ONLINE,PAID
4482401,70359949,32000,0,VOUCHER,PAID
4483177,70360002,497200,0,MEAL_BENEFIT,PAID
4482413,70360004,79600,1200,ONLINE,PAID
4482405,70360017,291600,4360,ONLINE,PAID
4482406,70360018,20000,0,VOUCHER,PAID
4483079,70360018,133600,2000,DEBIT,PAID
4482859,70360029,215200,3240,DEBIT,PAID
4482411,70360078,343600,5160,ONLINE,PAID
4482414,70360103,406800,11000,ONLINE,PAID
4482415,70360153,393600,5120,ONLINE,PAID
4482418,70360252,399600,6000,ONLINE,PAID
4482419,70360252,20000,0,VOUCHER,PAID
4482425,70360306,397000,10720,ONLINE,PAID
4482426,70360309,139600,2080,ONLINE,PAID
4482427,70360309,39600,0,VOUCHER,PAID
4482431,70360348,514400,7720,ONLINE,PAID
4482432,70360352,100000,1520,ONLINE,PAID
4482438,70360469,626000,16920,ONLINE,PAID
4482440,70360562,107600,1600,ONLINE,PAID
4482442,70360574,496800,13400,ONLINE,PAID
4482448,70360660,677600,10160,ONLINE,PAID
4482452,70360721,311600,4680,ONLINE,PAID
4482453,70360721,48000,0,VOUCHER,PAID
4647350,70360785,385200,5760,PAYMENT_LINK,PAID
4482460,70360869,462800,6960,ONLINE,PAID
4482461,70360869,40000,0,VOUCHER,PAID
4482466,70360898,96000,1440,ONLINE,PAID
4482467,70360898,44000,0,VOUCHER,PAID
4482470,70360917,202800,3040,ONLINE,PAID
4482473,70360974,446800,12080,ONLINE,PAID
4482474,70360975,174800,2640,ONLINE,PAID
4482475,70360976,423000,11440,ONLINE,PAID
4482476,70360977,2823600,76240,ONLINE,PAID
4482482,70360992,539600,14560,ONLINE,PAID
4483295,70361004,310000,0,MEAL_BENEFIT,PAID
4482485,70361011,510800,13800,ONLINE,PAID
4482486,70361016,331200,4960,ONLINE,PAID
4482487,70361016,80000,0,VOUCHER,PAID
4483054,70361052,210800,3160,DEBIT,PAID
4482491,70361053,676600,18280,ONLINE,PAID
4483175,70361075,151200,0,MEAL_BENEFIT,PAID
4482494,70361091,159600,2080,ONLINE,PAID
4482495,70361096,500800,13520,ONLINE,PAID
4482496,70361099,399600,6000,ONLINE,PAID
4482498,70361111,178800,2520,ONLINE,PAID
4482500,70361115,231200,3480,ONLINE,PAID
4482501,70361117,30000,440,ONLINE,PAID
4482502,70361117,100000,0,VOUCHER,PAID
4482503,70361125,337200,4720,ONLINE,PAID
4482504,70361137,306760,4600,ONLINE,PAID
4482506,70361148,383200,5760,ONLINE,PAID
4482513,70361235,186800,2600,ONLINE,PAID
4482515,70361237,647200,17480,ONLINE,PAID
4482527,70361370,139600,2080,ONLINE,PAID
4482530,70361419,697200,18840,ONLINE,PAID
4482532,70361508,99600,1480,ONLINE,PAID
4482533,70361508,48000,0,VOUCHER,PAID
4482539,70361543,260400,18240,ONLINE,PAID
4482541,70361570,144000,2160,ONLINE,PAID
4482946,70361794,1191600,17880,ONLINE,PAID
4482548,70361816,992400,26800,ONLINE,PAID
4482551,70361892,199200,3000,ONLINE,PAID
4482554,70361930,193600,2720,ONLINE,PAID
4482560,70362155,522400,14120,ONLINE,PAID
4482567,70362346,506400,13680,ONLINE,PAID
4482569,70362438,750000,20240,ONLINE,PAID
4482571,70362643,351200,5280,ONLINE,PAID
4482572,70362647,188000,2840,ONLINE,PAID
4482573,70362697,318400,8600,ONLINE,PAID
4482574,70362700,474400,7120,ONLINE,PAID
4482577,70362770,631200,17040,ONLINE,PAID
4482586,70362908,215200,3240,ONLINE,PAID
4482590,70362942,151200,2280,ONLINE,PAID
4483232,70362944,101200,0,MEAL_BENEFIT,PAID
4482592,70362976,407000,11000,ONLINE,PAID
4482593,70362978,159600,2400,ONLINE,PAID
4482594,70362978,40000,0,VOUCHER,PAID
4482595,70362994,190000,2680,ONLINE,PAID
4482596,70362996,316000,4760,ONLINE,PAID
4483184,70363033,179600,2680,MONEY,PAID
4483180,70363061,726800,0,MEAL_BENEFIT,PAID
4483182,70363132,271200,4080,DEBIT,PAID
4482611,70363221,605400,16360,ONLINE,PAID
4482613,70363270,343200,9280,ONLINE,PAID
4482614,70363276,492400,13280,ONLINE,PAID
4482615,70363311,141600,1840,ONLINE,PAID
4482618,70363357,321400,8680,ONLINE,PAID
4482621,70363441,212360,3200,ONLINE,PAID
4483227,70363573,506800,0,MEAL_BENEFIT,PAID
4482631,70363660,477200,7160,ONLINE,PAID
4482638,70363826,151600,2280,ONLINE,PAID
4482640,70363872,403600,6040,ONLINE,PAID
4482644,70363920,478800,7200,ONLINE,PAID
4483209,70363922,120800,0,MEAL_BENEFIT,PAID
4482645,70363923,574000,8040,ONLINE,PAID
4482647,70363976,695600,18800,ONLINE,PAID
4482650,70364070,770000,20800,ONLINE,PAID
4482652,70364079,370800,5200,ONLINE,PAID
4482653,70364118,410800,11080,ONLINE,PAID
4482655,70364186,581200,15680,ONLINE,PAID
4482657,70364234,533200,14400,ONLINE,PAID
4482658,70364236,498400,13440,ONLINE,PAID
4514696,70364279,693200,0,VOUCHER_DC,PAID
4482662,70364292,132840,2000,ONLINE,PAID
4482663,70364297,1815400,49000,ONLINE,PAID
4482671,70364427,450800,12160,ONLINE,PAID
4482672,70364467,327200,8840,ONLINE,PAID
4482673,70364469,103600,1560,ONLINE,PAID
4482674,70364469,20000,0,VOUCHER,PAID
4482679,70364504,427200,11520,ONLINE,PAID
4482681,70364540,810400,21880,ONLINE,PAID
4482688,70364660,593000,16000,ONLINE,PAID
4482690,70364663,702400,18960,ONLINE,PAID
4482692,70364685,103200,1560,ONLINE,PAID
4482693,70364691,574600,15520,ONLINE,PAID
4482696,70364745,347200,9360,ONLINE,PAID
4482700,70364782,175600,2640,ONLINE,PAID
4482903,70364806,107600,1600,DEBIT,PAID
4482702,70364832,459600,12400,ONLINE,PAID
4482703,70364835,98800,1480,ONLINE,PAID
4482706,70364859,87520,1320,ONLINE,PAID
4482708,70364919,306760,4600,ONLINE,PAID
4482709,70364963,395200,5520,ONLINE,PAID
4482710,70364992,279200,3640,ONLINE,PAID
4482716,70365039,347200,5200,ONLINE,PAID
4482717,70365039,40000,0,VOUCHER,PAID
4482720,70365060,507000,13680,ONLINE,PAID
4482721,70365066,656360,9840,ONLINE,PAID
4482722,70365066,48000,0,VOUCHER,PAID
4482723,70365086,1000000,27000,ONLINE,PAID
4482724,70365097,209600,3160,ONLINE,PAID
4482725,70365107,676800,18280,ONLINE,PAID
4482726,70365123,98800,1280,ONLINE,PAID
4482731,70365195,274400,4120,ONLINE,PAID
4482737,70365252,443600,11960,ONLINE,PAID
4483269,70365334,279600,0,MEAL_BENEFIT,PAID
4482743,70365339,216240,3240,STORE_DIRECT_PAYMENT,PAID
4482745,70365363,300400,4520,ONLINE,PAID
4482750,70365425,151600,2280,ONLINE,PAID
4482759,70365516,231200,3440,ONLINE,PAID
4482761,70365567,350400,5240,ONLINE,PAID
4482764,70365592,418400,6280,ONLINE,PAID
4482762,70365598,40000,0,VOUCHER,PAID
4483278,70365598,295600,4440,DEBIT,PAID
4482766,70365632,594840,8920,ONLINE,PAID
4482768,70365636,399200,10760,ONLINE,PAID
4482770,70365638,610800,9160,ONLINE,PAID
4482777,70365749,747200,20160,ONLINE,PAID
4482781,70365769,447200,12080,ONLINE,PAID
4482789,70365953,353600,5320,ONLINE,PAID
4482785,70365954,671000,18120,ONLINE,PAID
4482787,70365969,520800,14080,ONLINE,PAID
4482790,70366016,349000,9440,ONLINE,PAID
4482792,70366062,254800,6880,ONLINE,PAID
4483233,70366280,373600,7080,CREDIT,PAID
4482802,70366347,48000,0,VOUCHER,PAID
4483183,70366347,59600,880,DEBIT,PAID
4482808,70366410,134400,2000,ONLINE,PAID
4482809,70366419,969600,26160,ONLINE,PAID
4482811,70366517,370400,5560,ONLINE,PAID
4482814,70366594,816800,22040,ONLINE,PAID
4482815,70366601,563000,15200,ONLINE,PAID
4482816,70366650,152000,2280,ONLINE,PAID
4482829,70367012,155200,2320,ONLINE,PAID
4482832,70367081,462800,12480,ONLINE,PAID
4483268,70367159,462400,6920,DEBIT_STORE,PAID
4482839,70367180,161600,2440,ONLINE,PAID
4482841,70367225,335400,5000,ONLINE,PAID
4482842,70367265,287600,4320,ONLINE,PAID
4482843,70367270,513200,13840,ONLINE,PAID
4482847,70367290,383200,5760,ONLINE,PAID
4482848,70367290,40000,0,VOUCHER,PAID
4483482,70367333,328400,0,MEAL_BENEFIT,PAID
4482853,70367341,378800,5680,ONLINE,PAID
4482854,70367341,40000,0,VOUCHER,PAID
4482858,70367375,255600,6920,ONLINE,PAID
4482861,70367417,164800,2480,ONLINE,PAID
4482860,70367418,696800,18800,ONLINE,PAID
4482863,70367432,664800,17960,ONLINE,PAID
4482866,70367545,231200,6240,ONLINE,PAID
4482867,70367546,520800,14080,ONLINE,PAID
4482874,70367643,826400,22320,ONLINE,PAID
4482876,70367645,543600,14680,ONLINE,PAID
4482880,70367846,516600,13960,ONLINE,PAID
4482883,70367926,208000,3120,ONLINE,PAID
4482884,70367926,32000,0,VOUCHER,PAID
4482885,70367930,99600,1480,ONLINE,PAID
4482889,70368103,596800,16120,ONLINE,PAID
4482893,70368146,155600,2320,ONLINE,PAID
4482900,70368263,695680,10440,ONLINE,PAID
4482904,70368334,599200,16160,ONLINE,PAID
4482908,70368433,350400,5240,ONLINE,PAID
4482909,70368457,680800,18400,ONLINE,PAID
4482913,70368478,40000,0,VOUCHER,CHARGEBACK
4482916,70368502,621600,16800,ONLINE,PAID
4482919,70368526,239200,3600,ONLINE,PAID
4482927,70368571,295200,4440,ONLINE,PAID
4482931,70368583,598800,16160,ONLINE,PAID
4482932,70368584,974400,26320,ONLINE,PAID
4482935,70368591,100000,1520,ONLINE,PAID
4482936,70368595,89200,1160,ONLINE,PAID
4482937,70368615,321200,8680,ONLINE,PAID
4482939,70368642,397000,5920,ONLINE,PAID
4482940,70368644,227200,6120,ONLINE,PAID
4482947,70368720,148400,2240,ONLINE,PAID
4482953,70368738,945600,14200,ONLINE,PAID
4482954,70368738,20000,0,VOUCHER,PAID
4496324,70368768,168000,2520,PAYMENT_LINK,PAID
4483203,70368777,122800,1600,DEBIT,PAID
4482956,70368795,230000,3000,ONLINE,PAID
4482960,70368827,447200,12080,ONLINE,PAID
4482963,70368844,373600,10080,ONLINE,PAID
4482968,70368942,482800,13040,ONLINE,PAID
4482969,70368943,347200,9360,ONLINE,PAID
