order_id,store_id,channel_id,payment_order_id,delivery_order_id,order_status,order_amount,order_delivery_fee,order_delivery_cost,order_created_hour,order_created_minute,order_created_month,order_created_day,order_moment_created,order_metric_collected_time,order_metric_paused_time,order_metric_production_time,order_metric_walking_time,order_metric_expediton_speed_time,order_metric_transit_time,order_metric_cycle_time
68435318,149,5,68435318,68435318,FINISHED,621200,47600,32880,16,9,1,1,1/1/2023 16:09,1.27,8.07,18.03,1.28,9.37,43.45,70.85
68435369,869,10,68435369,68435369,FINISHED,279200,19960,32000,16,9,1,1,1/1/2023 16:09,,,18.25,,3,25.32,46.57
68435423,495,5,68435423,68435423,FINISHED,349400,47600,23760,16,10,1,1,1/1/2023 16:10,0.27,20.17,10.02,0.38,20.55,21.37,51.93
68435581,3528,5,68435581,68435581,FINISHED,167200,12000,35400,16,11,1,1,1/1/2023 16:11,2.38,1.52,42.7,3.2,4.72,23.45,70.87
68435678,806,17,68435678,68435678,CANCELED,334400,39600,0,16,11,1,1,1/1/2023 16:11,,,,,,,
68435750,2948,5,68435750,68435750,FINISHED,250800,0,30400,16,11,1,1,1/1/2023 16:11,1.4,1.37,42.77,2.32,3.68,6.7,53.17
68436230,1037,5,68436230,68436230,FINISHED,429400,47600,32000,16,13,1,1,1/1/2023 16:13,1.65,5.42,15.42,1.67,7.08,17.52,40.02
68436272,2948,5,68436272,68436272,FINISHED,226800,0,30400,16,13,1,1,1/1/2023 16:13,2.17,0.95,35.33,3.13,4.08,7.18,46.6
68436387,707,5,68436387,68436387,FINISHED,965200,47600,32000,16,14,1,1,1/1/2023 16:14,,2.75,,,,7.75,29.58
68436424,495,5,68436424,68436424,FINISHED,602000,47600,23760,16,14,1,1,1/1/2023 16:14,0.07,14.47,11.75,2.37,16.83,44.65,73.23
68436527,495,5,68436527,68436527,FINISHED,226000,47600,13960,16,14,1,1,1/1/2023 16:14,0.2,8.87,19.03,0.9,9.77,15.57,44.38
68436531,495,5,68436531,68436531,FINISHED,299600,47600,32000,16,14,1,1,1/1/2023 16:14,0.82,4.98,12.58,0.97,5.95,9.02,27.55
68436552,3728,5,68436552,68436552,FINISHED,216000,0,44720,16,14,1,1,1/1/2023 16:14,1.43,1.88,13.62,6.5,8.37,12.63,34.62
68436652,2948,5,68436652,68436652,FINISHED,111200,0,36680,16,15,1,1,1/1/2023 16:15,2.38,0.67,28.33,3.92,4.57,11.95,44.85
68436696,274,5,68436696,68436696,FINISHED,619200,47600,36880,16,15,1,1,1/1/2023 16:15,,,18.95,,6.45,12.63,38.02
68436739,707,5,68436739,68436739,FINISHED,1400400,47600,39960,16,15,1,1,1/1/2023 16:15,3.85,0.33,21.93,8.42,8.75,16.93,47.62
68436740,236,5,68436740,68436740,FINISHED,423200,47600,24000,16,15,1,1,1/1/2023 16:15,1.65,1.18,15.43,4.58,5.77,9.32,30.52
68436742,416,5,68436742,68436742,FINISHED,709200,47600,35560,16,15,1,1,1/1/2023 16:15,3.38,2.8,20.25,3.52,6.32,9.25,35.82
68436885,274,5,68436885,68436885,FINISHED,606400,47600,32000,16,16,1,1,1/1/2023 16:16,,,24.65,,3.45,5.95,34.03
68437205,149,5,68437205,68437205,FINISHED,478800,47600,24000,16,17,1,1,1/1/2023 16:17,1.82,0.93,20.4,3.7,4.63,13.42,38.45
68437283,149,5,68437283,68437283,FINISHED,473200,47600,24000,16,18,1,1,1/1/2023 16:18,2.08,1.7,12.77,3.23,4.93,18.52,36.22
68437365,149,5,68437365,68437365,FINISHED,299600,47600,23120,16,18,1,1,1/1/2023 16:18,1.17,5.4,13.4,2.2,7.62,29.13,50.15
68437407,1037,5,68437407,68437407,FINISHED,533200,47600,32400,16,18,1,1,1/1/2023 16:18,0.5,6.93,14.53,2.58,9.52,3.1,27.13
68437423,357,5,68437423,68437423,FINISHED,455200,32000,50400,16,18,1,1,1/1/2023 16:18,15,35.82,12.33,15.02,50.83,34.3,97.45
68437451,3265,5,68437451,68437451,FINISHED,366800,0,34720,16,18,1,1,1/1/2023 16:18,3.45,2.72,73.68,6.4,9.12,15.88,98.68
68437453,2948,5,68437453,68437453,FINISHED,107600,0,35520,16,18,1,1,1/1/2023 16:18,0.27,,27.28,,1.72,10.28,39.28
68437454,1057,5,68437454,68437454,FINISHED,470800,47600,44360,16,18,1,1,1/1/2023 16:18,0.42,0.48,25.18,1.53,2.02,14.33,41.55
68437524,1037,5,68437524,68437524,FINISHED,455000,47600,39120,16,19,1,1,1/1/2023 16:19,0.92,1.9,19.72,2.75,4.65,21.07,45.43
68437660,631,5,68437660,68437660,FINISHED,367200,47600,24000,16,19,1,1,1/1/2023 16:19,,,15.58,,5.25,17.67,38.5
68437768,416,5,68437768,68437768,FINISHED,399200,47600,33120,16,20,1,1,1/1/2023 16:20,1.62,0.4,17.4,3.68,4.07,12.72,34.18
68437859,1037,5,68437859,68437859,FINISHED,497200,47600,41560,16,20,1,1,1/1/2023 16:20,0.95,1.67,18.13,2.92,4.6,17.72,40.43
68437922,361,5,68437922,68437922,CANCELED,496000,47600,0,16,20,1,1,1/1/2023 16:20,3.83,,21.08,8.47,,,
68437931,361,5,68437931,68437931,FINISHED,98000,47600,24000,16,20,1,1,1/1/2023 16:20,3.23,8.7,8.27,3.23,11.93,24.62,44.83
68437987,2587,5,68437987,68437987,CANCELED,80000,39600,0,16,20,1,1,1/1/2023 16:20,,,,,,,
68438068,707,5,68438068,68438068,FINISHED,218000,47600,35000,16,21,1,1,1/1/2023 16:21,2.48,0.75,17.73,6.98,7.75,34.7,60.18
68438108,236,5,68438108,68438108,FINISHED,319600,47600,32000,16,21,1,1,1/1/2023 16:21,2.03,0.18,14.85,5.35,5.52,12.07,32.45
68438109,631,5,68438109,68438109,FINISHED,677200,47600,24000,16,21,1,1,1/1/2023 16:21,6.45,4.87,22.58,11.88,16.77,17.98,57.32
68438198,3265,5,68438198,68438198,FINISHED,227600,0,46000,16,21,1,1,1/1/2023 16:21,3.45,3.73,70.75,6.4,10.15,28.68,109.58
68438409,361,5,68438409,68438409,FINISHED,561600,47600,32360,16,22,1,1,1/1/2023 16:22,0.67,4.6,10.53,0.7,5.3,12.57,28.4
68438460,3091,5,68438460,68438460,FINISHED,259200,0,10240,16,22,1,1,1/1/2023 16:22,0.15,34.52,28.42,5.45,39.97,42.45,110.85
68438540,1037,5,68438540,68438540,FINISHED,797200,47600,44000,16,22,1,1,1/1/2023 16:22,1.8,5.53,20.43,1.83,7.37,23.57,51.37
68438647,3091,5,68438647,68438647,FINISHED,243200,0,10240,16,23,1,1,1/1/2023 16:23,0.28,39.95,29.33,0.42,40.35,34.53,104.22
68438654,3528,5,68438654,68438654,FINISHED,183200,12000,32000,16,23,1,1,1/1/2023 16:23,0.9,3.27,26.38,3.75,7,12.67,46.05
68438889,274,5,68438889,68438889,FINISHED,651600,47600,32000,16,24,1,1,1/1/2023 16:24,,,22.57,,4.22,14.18,40.97
68439120,3265,5,68439120,68439120,FINISHED,372000,0,47960,16,24,1,1,1/1/2023 16:24,5.02,1.35,80.27,5.07,6.42,7.75,94.43
68439210,3528,5,68439210,68439210,FINISHED,87600,0,32000,16,25,1,1,1/1/2023 16:25,1.05,0.2,24.18,3.78,3.98,8.95,37.12
68439472,659,5,68439472,68439472,FINISHED,227200,47600,50880,16,27,1,1,1/1/2023 16:27,0.87,7.8,12.77,4.83,12.63,42.62,68.02
68439642,1057,5,68439642,68439642,FINISHED,375200,47600,43360,16,27,1,1,1/1/2023 16:27,1.15,0.95,28.73,1.93,2.88,9.42,41.02
68439699,631,5,68439699,68439699,FINISHED,823200,47600,24000,16,28,1,1,1/1/2023 16:28,6.3,1.48,27.27,6.3,7.8,22.82,57.88
68440068,707,5,68440068,68440068,FINISHED,401000,47600,36280,16,29,1,1,1/1/2023 16:29,8.52,0.93,13.75,11.82,12.77,20.13,46.65
68440275,3091,5,68440275,68440275,FINISHED,139600,0,10240,16,30,1,1,1/1/2023 16:30,0.15,12.88,33.87,13.4,26.3,47.3,107.47
68440320,2948,5,68440320,68440320,FINISHED,262400,0,36200,16,30,1,1,1/1/2023 16:30,1.38,0.43,28.85,2.2,2.63,10.75,42.23
68440439,1037,5,68440439,68440439,FINISHED,504200,47600,23200,16,30,1,1,1/1/2023 16:30,1.22,1.38,14.35,3.12,4.5,12.77,31.62
68440517,644,5,68440517,68440517,CANCELED,672000,39600,0,16,30,1,1,1/1/2023 16:30,,,,,,,
68440577,631,5,68440577,68440577,FINISHED,319600,47600,15000,16,31,1,1,1/1/2023 16:31,0.33,0.23,19.85,5.02,5.25,47.83,72.93
68440579,1037,5,68440579,68440579,FINISHED,513600,47600,23200,16,31,1,1,1/1/2023 16:31,0.95,2.03,14.35,2.83,4.87,20.45,39.65
68440673,3071,5,68440673,68440673,FINISHED,119600,0,32000,16,31,1,1,1/1/2023 16:31,2.03,1.32,22.27,2.05,3.37,8.02,33.63
68440697,955,5,68440697,68440697,FINISHED,87600,0,32000,16,31,1,1,1/1/2023 16:31,,,,,,12.98,52.7
68440751,357,5,68440751,68440751,FINISHED,714400,32000,22440,16,31,1,1,1/1/2023 16:31,9.78,,23.5,9.8,,,135.98
68441035,707,5,68441035,68441035,FINISHED,441600,47600,36080,16,32,1,1,1/1/2023 16:32,3.98,,15.35,,7.23,15.42,38.02
68441076,632,5,68441076,68441076,FINISHED,590000,47600,24000,16,32,1,1,1/1/2023 16:32,2.2,29.02,16.53,2.22,31.23,14.13,61.9
68441081,707,5,68441081,68441081,FINISHED,634800,47600,40440,16,32,1,1,1/1/2023 16:32,5.5,,22.28,,10.07,30.12,62.48
68441235,236,5,68441235,68441235,FINISHED,237600,47600,55480,16,33,1,1,1/1/2023 16:33,0.82,,12.37,,5.57,20.15,38.07
68441428,1307,5,68441428,68441428,FINISHED,100400,19960,41440,16,34,1,1,1/1/2023 16:34,2.57,16.18,11.52,2.58,18.77,17.57,47.85
68441526,149,5,68441526,68441526,FINISHED,708400,47600,32000,16,34,1,1,1/1/2023 16:34,1.48,4.72,17.93,1.77,6.48,32.2,56.62
68441587,367,5,68441587,68441587,CANCELED,186800,39600,0,16,35,1,1,1/1/2023 16:35,,,,,,,
68441630,1057,5,68441630,68441630,FINISHED,299600,47600,37280,16,35,1,1,1/1/2023 16:35,1.1,1.87,21.4,1.95,3.83,33.73,58.97
68441631,2948,5,68441631,68441631,FINISHED,167200,0,37840,16,35,1,1,1/1/2023 16:35,1.72,0.65,13.88,2.98,3.62,18.03,35.55
68441676,415,5,68441676,68441676,FINISHED,152000,47600,24000,16,35,1,1,1/1/2023 16:35,0.63,2.18,8.08,1.08,3.27,8.62,19.97
68441731,3265,5,68441731,68441731,FINISHED,269600,0,37800,16,35,1,1,1/1/2023 16:35,3.08,2.93,84.6,11.52,14.45,11.03,110.08
68441760,357,5,68441760,68441760,FINISHED,359200,32000,36760,16,35,1,1,1/1/2023 16:35,1.83,10.05,12.63,4.25,14.3,68.1,95.02
68441781,707,5,68441781,68441781,FINISHED,705600,47600,24000,16,36,1,1,1/1/2023 16:36,3.5,,21.12,,7.63,14.57,43.33
68441807,415,5,68441807,68441807,FINISHED,670000,47600,24000,16,36,1,1,1/1/2023 16:36,0.72,5.45,30.37,0.75,6.2,11.95,48.52
68441810,3265,5,68441810,68441810,FINISHED,99600,0,39800,16,36,1,1,1/1/2023 16:36,2.97,3.77,84.3,11.42,15.2,26.05,125.53
68441870,707,5,68441870,68441870,FINISHED,249600,47600,43080,16,36,1,1,1/1/2023 16:36,0.18,0.53,15.6,3.12,3.65,21.6,40.85
68441965,361,5,68441965,68441965,FINISHED,423200,47600,0,16,37,1,1,1/1/2023 16:37,7.58,40.07,17.35,7.6,47.67,379.37,444.38
68442124,707,5,68442124,68442124,FINISHED,517600,47600,24000,16,37,1,1,1/1/2023 16:37,1.48,,21.38,,5.15,20.63,47.15
68442190,3265,5,68442190,68442190,FINISHED,203200,0,32000,16,38,1,1,1/1/2023 16:38,0.75,5.5,84.58,9.2,14.7,12.92,112.18
68442202,357,5,68442202,68442202,FINISHED,239600,32000,12040,16,38,1,1,1/1/2023 16:38,9.88,3.8,17.23,9.9,13.7,41.58,72.52
68442223,361,5,68442223,68442223,FINISHED,304000,47600,22440,16,38,1,1,1/1/2023 16:38,7.67,,16,7.68,,,129.83
68442501,3071,5,68442501,68442501,FINISHED,143200,0,33320,16,39,1,1,1/1/2023 16:39,1.68,1.78,23.27,1.7,3.48,44.98,71.73
68442828,3528,5,68442828,68442828,FINISHED,291200,12000,32000,16,41,1,1,1/1/2023 16:41,1.67,2.72,18.37,3.43,6.15,10.22,34.72
68442941,3071,5,68442941,68442941,FINISHED,286400,0,32000,16,42,1,1,1/1/2023 16:42,1.12,1.05,31.12,1.13,2.18,13.52,46.82
68442954,955,5,68442954,68442954,FINISHED,119600,0,37280,16,42,1,1,1/1/2023 16:42,0.2,,20.17,,4.92,10.63,35.72
68442959,274,5,68442959,68442959,FINISHED,376000,47600,32800,16,42,1,1,1/1/2023 16:42,,,14.98,,2.82,18.92,36.7
68443456,3097,5,68443456,68443456,FINISHED,290800,0,24000,16,43,1,1,1/1/2023 16:43,0.52,0.7,42.95,0.53,1.22,10.87,55.05
68443463,632,5,68443463,68443463,FINISHED,228000,47600,24000,16,43,1,1,1/1/2023 16:43,1.7,2.35,10.87,1.73,4.1,12.8,27.75
68443528,955,5,68443528,68443528,FINISHED,177600,0,24000,16,43,1,1,1/1/2023 16:43,0.3,,18.57,,7.55,15.87,41.98
68444027,3265,5,68444027,68444027,FINISHED,103600,0,32000,16,45,1,1,1/1/2023 16:45,2.97,5.78,74.78,11.42,17.2,6.63,98.62
68444038,632,5,68444038,68444038,FINISHED,483600,47600,20120,16,46,1,1,1/1/2023 16:46,0.95,4.88,11.67,1.35,6.23,32.08,49.98
68444111,3528,5,68444111,68444111,FINISHED,95600,12000,32000,16,46,1,1,1/1/2023 16:46,0.6,3.28,15.62,0.92,4.18,12,31.8
68444148,149,5,68444148,68444148,FINISHED,559600,47600,32000,16,47,1,1,1/1/2023 16:47,1.05,4.72,20.65,1.08,5.8,5.13,31.58
68444436,1037,5,68444436,68444436,FINISHED,231600,47600,39480,16,48,1,1,1/1/2023 16:48,0.78,13.62,12.12,0.8,14.42,9.58,36.12
68444591,3528,5,68444591,68444591,FINISHED,262800,12000,38920,16,49,1,1,1/1/2023 16:49,2.08,4.95,205,2.12,7.07,12.43,224.52
68444599,361,5,68444599,68444599,FINISHED,150000,47600,22440,16,49,1,1,1/1/2023 16:49,10.42,,26.93,12.23,,,123.95
68444687,95,5,68444687,68444687,FINISHED,76000,39600,24000,16,50,1,1,1/1/2023 16:50,6.02,1.55,7.98,6.1,7.65,11.95,27.58
68444850,495,5,68444850,68444850,FINISHED,592800,47600,16440,16,50,1,1,1/1/2023 16:50,0.3,35.82,13,1.25,37.05,14.4,64.45
68444862,3528,5,68444862,68444862,FINISHED,183200,0,32000,16,50,1,1,1/1/2023 16:50,4.78,,32.07,,6.57,7.77,46.4
68445065,955,5,68445065,68445065,FINISHED,107600,0,32000,16,51,1,1,1/1/2023 16:51,0.15,4.02,24.27,1.78,5.8,18.13,48.2
68445199,3265,5,68445199,68445199,CANCELED,226800,0,0,16,52,1,1,1/1/2023 16:52,,,,,,,
68445497,1307,5,68445497,68445497,FINISHED,160800,19960,24000,16,53,1,1,1/1/2023 16:53,0.55,6.07,35.03,0.58,6.65,4.77,46.45
68445702,707,5,68445702,68445702,FINISHED,248000,47600,24000,16,53,1,1,1/1/2023 16:53,4.6,2.65,11.4,4.62,7.27,14.77,33.43
68445800,415,5,68445800,68445800,FINISHED,635200,47600,24000,16,54,1,1,1/1/2023 16:54,1.5,19.82,22.22,3.72,23.53,6.65,52.4
68445893,3265,5,68445893,68445893,FINISHED,195200,0,33560,16,54,1,1,1/1/2023 16:54,3.5,5.8,133.22,3.53,9.33,14.63,157.17
68446071,1037,5,68446071,68446071,FINISHED,557600,47600,44920,16,55,1,1,1/1/2023 16:55,1.63,,14.42,,6.43,13.12,33.97
68446266,707,5,68446266,68446266,FINISHED,469600,47600,32000,16,56,1,1,1/1/2023 16:56,2.72,3,10.9,2.73,5.73,8.22,24.85
68446350,1037,5,68446350,68446350,FINISHED,865600,47600,17840,16,56,1,1,1/1/2023 16:56,0.97,1.75,25.13,2.62,4.37,7.22,36.72
68446409,416,5,68446409,68446409,FINISHED,325400,47600,52640,16,56,1,1,1/1/2023 16:56,1.82,1.75,11.45,1.92,3.67,18.53,33.67
68446638,357,5,68446638,68446638,FINISHED,315200,32000,22440,16,57,1,1,1/1/2023 16:57,2.33,,15.37,2.33,,,109.62
68446946,417,5,68446946,68446946,FINISHED,234000,47600,32000,16,58,1,1,1/1/2023 16:58,1.03,3.72,11.77,3.43,7.15,16.3,35.22
68447028,416,5,68447028,68447028,FINISHED,654000,47600,44920,16,58,1,1,1/1/2023 16:58,1.13,1.7,21.1,2.13,3.83,14.82,39.75
68447320,274,5,68447320,68447320,FINISHED,795200,47600,24000,17,0,1,1,1/1/2023 17:00,,,23.92,,3.23,20.75,47.88
68447423,3060,5,68447423,68447423,FINISHED,143200,0,35160,17,1,1,1,1/1/2023 17:01,6.9,0.52,7.07,9.32,9.83,10.12,27.02
68447692,707,5,68447692,68447692,FINISHED,736800,47600,32000,17,1,1,1,1/1/2023 17:01,,,19.28,,4.42,6.25,29.95
68447904,416,5,68447904,68447904,FINISHED,375200,47600,42640,17,2,1,1,1/1/2023 17:02,1.07,0.52,17.72,2.07,2.58,13.23,33.55
68447989,416,5,68447989,68447989,FINISHED,1039200,47600,48920,17,2,1,1,1/1/2023 17:02,2.67,1.75,22.23,2.7,4.47,16.4,43.1
68448064,1037,5,68448064,68448064,FINISHED,573600,47600,39080,17,2,1,1,1/1/2023 17:02,2.03,1.82,17.85,3.72,5.52,15.55,38.92
68448156,1037,5,68448156,68448156,FINISHED,230000,47600,32000,17,3,1,1,1/1/2023 17:03,0.53,,8.65,,4.53,6.45,19.63
68448347,495,5,68448347,68448347,FINISHED,349400,47600,20200,17,4,1,1,1/1/2023 17:04,1.03,23.57,4.68,1.6,25.15,36.33,66.17
68448397,415,5,68448397,68448397,FINISHED,267000,47600,24000,17,5,1,1,1/1/2023 17:05,1.75,2.07,10.85,3.98,6.07,24.28,41.2
68448483,659,5,68448483,68448483,FINISHED,672000,47600,39600,17,6,1,1,1/1/2023 17:06,3.58,2.08,21.35,9.1,11.18,15.78,48.32
68448484,236,5,68448484,68448484,FINISHED,317200,47600,35040,17,6,1,1,1/1/2023 17:06,0.75,0.28,14.23,7.87,8.15,40.48,62.87
68448661,1037,5,68448661,68448661,FINISHED,299600,47600,17840,17,7,1,1,1/1/2023 17:07,0.42,1.8,15.22,2.07,3.87,12.03,31.13
68448693,1307,5,68448693,68448693,FINISHED,159600,19960,35760,17,7,1,1,1/1/2023 17:07,5.33,2.23,24.28,5.37,7.6,17.37,49.25
68448694,417,5,68448694,68448694,FINISHED,317600,47600,37360,17,7,1,1,1/1/2023 17:07,0.88,,11.6,,3.75,10.42,25.77
68448704,3091,5,68448704,68448704,FINISHED,182800,0,10240,17,7,1,1,1/1/2023 17:07,3.05,5.43,13.83,4.4,9.82,20.3,43.95
68449067,3265,5,68449067,68449067,FINISHED,236000,0,41240,17,8,1,1,1/1/2023 17:08,4.28,3.03,85.77,4.32,7.35,24.43,117.53
68449158,1037,5,68449158,68449158,FINISHED,1027200,47600,64000,17,9,1,1,1/1/2023 17:09,1.02,15.87,22.52,1.1,16.97,5.63,45.12
68449164,3071,5,68449164,68449164,FINISHED,550800,0,32000,17,9,1,1,1/1/2023 17:09,1.17,2.03,23.02,1.2,3.23,22.1,48.35
68449165,3091,5,68449165,68449165,FINISHED,103600,0,10240,17,9,1,1,1/1/2023 17:09,0.43,9.03,10.17,1.67,10.7,9.1,29.97
68449192,495,5,68449192,68449192,FINISHED,737200,47600,20200,17,9,1,1,1/1/2023 17:09,2.5,9.48,12.9,2.67,12.15,34.37,59.4
68449298,955,5,68449298,68449298,FINISHED,119600,0,38120,17,9,1,1,1/1/2023 17:09,0.4,2.62,6.17,2.02,4.63,17.45,28.25
68449304,149,5,68449304,68449304,FINISHED,469000,47600,24000,17,9,1,1,1/1/2023 17:09,1.17,2.78,15.27,1.28,4.08,10.52,29.88
68449372,707,5,68449372,68449372,FINISHED,450800,47600,19400,17,9,1,1,1/1/2023 17:09,4.03,2.43,16.42,6.48,8.92,30.63,55.98
68449555,1057,5,68449555,68449555,FINISHED,394800,47600,42200,17,10,1,1,1/1/2023 17:10,1.77,2,29.6,1.8,3.8,10.77,44.17
68449782,3265,5,68449782,68449782,FINISHED,232000,0,38240,17,10,1,1,1/1/2023 17:10,0.62,2.95,87.6,0.63,3.6,15.1,106.28
68450493,1307,5,68450493,68450493,FINISHED,275200,19960,32000,17,12,1,1,1/1/2023 17:12,5.8,2.45,53.57,5.82,8.27,10.37,72.2
68450634,869,15,68450634,68450634,FINISHED,195600,0,32000,17,12,1,1,1/1/2023 17:12,0.35,0.83,7.95,0.38,1.22,20.08,29.25
68450871,3265,5,68450871,68450871,FINISHED,116000,0,32000,17,14,1,1,1/1/2023 17:14,0.63,5.52,75.03,0.67,6.18,14.77,95.98
68451036,955,5,68451036,68451036,FINISHED,219600,0,43040,17,14,1,1,1/1/2023 17:14,1.9,2.53,19.6,4.52,7.07,15.85,42.52
68451076,707,5,68451076,68451076,FINISHED,559200,47600,19400,17,14,1,1,1/1/2023 17:14,0.77,2.38,16.92,0.78,3.17,12.82,32.9
68451149,149,5,68451149,68451149,FINISHED,419200,47600,24000,17,15,1,1,1/1/2023 17:15,2.07,2.15,23,2.22,4.37,9.62,37
68451258,1037,5,68451258,68451258,FINISHED,619000,47600,85280,17,15,1,1,1/1/2023 17:15,1.48,3.52,28.2,3.45,6.98,29.92,65.08
68451358,417,5,68451358,68451358,FINISHED,150000,47600,42400,17,15,1,1,1/1/2023 17:15,3.15,0.92,12.42,4,4.93,25.6,42.95
68451505,3265,5,68451505,68451505,FINISHED,183600,0,24200,17,16,1,1,1/1/2023 17:16,1.77,0.33,63.5,4.5,4.83,21.4,89.73
68451584,274,5,68451584,68451584,FINISHED,397600,47600,35600,17,16,1,1,1/1/2023 17:16,,,18.52,,3.92,9.33,31.77
68451632,1037,5,68451632,68451632,FINISHED,754400,47600,32560,17,16,1,1,1/1/2023 17:16,2.2,2.42,26.08,4.2,6.62,21.83,54.53
68451743,3097,5,68451743,68451743,FINISHED,143200,0,32000,17,17,1,1,1/1/2023 17:17,2.73,10.82,14.43,2.8,13.6,16.92,44.97
68451777,659,5,68451777,68451777,FINISHED,454000,47600,34000,17,17,1,1,1/1/2023 17:17,0.1,0.48,15.9,3.45,3.93,17.27,37.1
68451887,3060,5,68451887,68451887,FINISHED,278800,0,24000,17,17,1,1,1/1/2023 17:17,2.27,0.62,9.05,9.6,10.22,21.55,40.82
68451894,3097,5,68451894,68451894,FINISHED,143200,0,24000,17,17,1,1,1/1/2023 17:17,0.28,9.23,42.77,0.32,9.53,10.62,62.92
68451967,415,5,68451967,68451967,FINISHED,267000,47600,24000,17,18,1,1,1/1/2023 17:18,0.83,2.1,10.22,0.87,2.97,11.2,24.38
68452050,1037,5,68452050,68452050,FINISHED,686400,47600,32000,17,18,1,1,1/1/2023 17:18,5.22,4.68,26.68,5.27,9.95,4.27,40.9
68452051,417,5,68452051,68452051,FINISHED,438000,47600,24000,17,18,1,1,1/1/2023 17:18,1,0.58,15.55,3.22,3.8,12.42,31.77
68452052,149,5,68452052,68452052,FINISHED,423200,47600,24000,17,18,1,1,1/1/2023 17:18,1.25,4.08,14.98,1.32,5.4,7.25,27.63
68452054,707,5,68452054,68452054,FINISHED,410800,47600,43240,17,18,1,1,1/1/2023 17:18,1.12,,21.12,,4.17,14.33,39.62
68452175,616,5,68452175,68452175,FINISHED,270000,0,32720,17,19,1,1,1/1/2023 17:19,0.12,,17,,1.3,10.72,29
68452246,658,5,68452246,68452246,FINISHED,668600,47600,39000,17,19,1,1,1/1/2023 17:19,5.13,,15.07,,7.82,11.1,33.97
68452247,1037,5,68452247,68452247,FINISHED,657200,47600,32960,17,19,1,1,1/1/2023 17:19,2.07,4.07,29.1,2.08,6.15,14.07,49.32
68452287,787,5,68452287,68452287,CANCELED,282000,39600,0,17,19,1,1,1/1/2023 17:19,,,,,,,
68452361,3265,5,68452361,68452361,CANCELED,183200,0,0,17,19,1,1,1/1/2023 17:19,,,104.08,,,,
68452362,1056,5,68452362,68452362,CANCELED,661600,39600,0,17,19,1,1,1/1/2023 17:19,,,,,,,
68452425,707,5,68452425,68452425,FINISHED,345200,47600,37040,17,20,1,1,1/1/2023 17:20,3.67,,16.43,,7.38,12.85,36.68
68452447,3265,5,68452447,68452447,FINISHED,199200,0,40760,17,20,1,1,1/1/2023 17:20,3.83,1.13,93.77,4.82,5.95,12.6,112.32
68452451,3071,5,68452451,68452451,FINISHED,294800,35600,39640,17,20,1,1,1/1/2023 17:20,1.27,0.23,26.37,2.4,2.63,15.42,44.42
68452452,406,5,68452452,68452452,CANCELED,111240,23960,0,17,20,1,1,1/1/2023 17:20,,,,,,,
68452454,3097,5,68452454,68452454,FINISHED,107600,0,24000,17,20,1,1,1/1/2023 17:20,0.5,9.63,40.45,0.53,10.17,9.57,60.18
68452479,236,5,68452479,68452479,FINISHED,704800,47600,24000,17,20,1,1,1/1/2023 17:20,3.63,1.37,17.33,7.55,8.92,20.45,46.7
68452508,417,5,68452508,68452508,FINISHED,516800,47600,39680,17,20,1,1,1/1/2023 17:20,1.2,1.3,26.52,1.22,2.52,19.08,48.12
68453108,236,5,68453108,68453108,FINISHED,199600,47600,24000,17,22,1,1,1/1/2023 17:22,4.45,0.75,14.18,8.37,9.12,7.13,30.42
68453149,1018,10,68453149,68453149,FINISHED,341280,35600,38400,17,23,1,1,1/1/2023 17:23,0.08,3.1,58.2,0.13,3.22,12.02,73.43
68453186,416,5,68453186,68453186,FINISHED,745600,47600,35080,17,23,1,1,1/1/2023 17:23,0.17,3.6,23.68,0.18,3.78,8.33,35.8
68453262,632,5,68453262,68453262,FINISHED,379200,47600,24000,17,23,1,1,1/1/2023 17:23,2.42,0.87,7.3,2.45,3.32,18.48,29.1
68453305,2559,9,68453305,68453305,FINISHED,287600,0,24000,17,23,1,1,1/1/2023 17:23,1.75,1,14.17,3.4,4.4,30.78,49.35
68453598,707,5,68453598,68453598,FINISHED,849200,47600,35320,17,25,1,1,1/1/2023 17:25,6.47,6.05,16.48,6.48,12.53,8.4,37.43
68453600,3265,5,68453600,68453600,CANCELED,112000,0,0,17,25,1,1,1/1/2023 17:25,,,,,,,
68453961,3091,5,68453961,68453961,FINISHED,119600,0,35120,17,26,1,1,1/1/2023 17:26,1.82,21.25,12,1.92,23.17,17.88,53.03
68453999,707,5,68453999,68453999,FINISHED,1580400,47600,24000,17,26,1,1,1/1/2023 17:26,0.53,6.03,20.87,0.55,6.58,19.78,47.25
68454205,707,5,68454205,68454205,FINISHED,399200,47600,38000,17,27,1,1,1/1/2023 17:27,,5.07,,,,6.67,33.05
68454307,274,5,68454307,68454307,FINISHED,557600,47600,32760,17,28,1,1,1/1/2023 17:28,,,16.13,,6.83,12.67,35.63
68454369,417,5,68454369,68454369,FINISHED,568600,47600,32000,17,28,1,1,1/1/2023 17:28,2.63,2.17,13.48,4.45,6.62,34.68,54.78
68454481,2170,5,68454481,68454481,FINISHED,80000,0,32000,17,29,1,1,1/1/2023 17:29,2.83,0.15,10.57,4.93,5.08,20.77,36.43
68454488,321,5,68454488,68454488,CANCELED,318800,47600,0,17,29,1,1,1/1/2023 17:29,0.9,,11.05,0.9,,,
